tweet_id,timestamp,dog_stage,retweet_count,favorite_count
882627270321602560,2017-07-05 15:48:34,"None,None,None,None",5995.0,27509.0
882268110199369728,2017-07-04 16:01:23,"None,None,None,None",11421.0,44303.0
882045870035918850,2017-07-04 01:18:17,"None,None,None,None",4896.0,28933.0
881906580714921986,2017-07-03 16:04:48,"None,None,None,None",3344.0,23977.0
881666595344535552,2017-07-03 00:11:11,"None,None,None,None",10506.0,49864.0
881536004380872706,2017-07-02 15:32:16,"None,None,pupper,None",15704.0,48737.0
881268444196462592,2017-07-01 21:49:04,"None,None,None,None",5092.0,22754.0
880935762899988482,2017-06-30 23:47:07,"None,None,None,None",2743.0,16768.0
880872448815771648,2017-06-30 19:35:32,"None,None,None,None",3756.0,20971.0
880465832366813184,2017-06-29 16:39:47,"None,None,None,None",6180.0,28119.0
880221127280381952,2017-06-29 00:27:25,"None,None,None,None",4155.0,26676.0
880095782870896641,2017-06-28 16:09:20,"None,None,None,None",4294.0,27248.0
879862464715927552,2017-06-28 00:42:13,"None,None,None,None",3447.0,22013.0
879492040517615616,2017-06-27 00:10:17,"None,None,None,None",3140.0,23091.0
879415818425184262,2017-06-26 19:07:24,"None,None,None,None",43600.0,104381.0
879376492567855104,2017-06-26 16:31:08,"None,None,None,None",3072.0,16539.0
879050749262655488,2017-06-25 18:56:45,"None,None,None,None",4653.0,22243.0
879008229531029506,2017-06-25 16:07:47,"None,None,None,None",2661.0,18722.0
878776093423087618,2017-06-25 00:45:22,"None,None,None,puppo",4076.0,19140.0
878281511006478336,2017-06-23 16:00:04,"None,None,None,None",1270.0,7645.0
878057613040115712,2017-06-23 01:10:23,"None,None,None,None",6730.0,41462.0
877736472329191424,2017-06-22 03:54:17,"None,None,None,None",18844.0,78698.0
877556246731214848,2017-06-21 15:58:08,"None,None,None,None",3763.0,22423.0
877316821321428993,2017-06-21 00:06:44,"None,None,None,None",5111.0,27011.0
877201837425926144,2017-06-20 16:29:50,"None,None,None,None",5515.0,26764.0
876838120628539392,2017-06-19 16:24:33,"None,None,pupper,None",3302.0,20407.0
876484053909872640,2017-06-18 16:57:37,"None,None,None,None",2369.0,18510.0
876120275196170240,2017-06-17 16:52:05,"None,None,None,None",4639.0,27542.0
875747767867523072,2017-06-16 16:11:53,"None,None,None,None",4247.0,24863.0
875144289856114688,2017-06-15 00:13:52,"None,None,None,None",4874.0,21640.0
875021211251597312,2017-06-14 16:04:48,"None,None,None,None",4670.0,25157.0
874680097055178752,2017-06-13 17:29:20,"None,None,None,None",4602.0,27484.0
874296783580663808,2017-06-12 16:06:11,"None,None,pupper,None",4074.0,25742.0
874057562936811520,2017-06-12 00:15:36,"None,None,None,None",3922.0,22376.0
874012996292530176,2017-06-11 21:18:31,"None,None,None,puppo",10329.0,34187.0
873580283840344065,2017-06-10 16:39:04,"None,None,None,None",3913.0,23918.0
873213775632977920,2017-06-09 16:22:42,"None,None,pupper,None",1576.0,7149.0
872967104147763200,2017-06-09 00:02:31,"doggo,None,None,None",5369.0,27064.0
872820683541237760,2017-06-08 14:20:41,"None,None,None,None",3673.0,14559.0
872620804844003328,2017-06-08 01:06:27,"None,None,None,None",3677.0,20579.0
872486979161796608,2017-06-07 16:14:40,"None,None,None,None",8966.0,40260.0
872261713294495745,2017-06-07 01:19:32,"None,None,None,None",6288.0,33861.0
872122724285648897,2017-06-06 16:07:15,"None,None,None,None",8085.0,34110.0
871879754684805121,2017-06-06 00:01:46,"None,None,None,None",11126.0,37644.0
871762521631449091,2017-06-05 16:15:56,"None,None,pupper,None",3461.0,20092.0
871515927908634625,2017-06-04 23:56:03,"doggo,None,None,None",3443.0,20039.0
871032628920680449,2017-06-03 15:55:36,"None,None,None,None",3811.0,22485.0
870804317367881728,2017-06-03 00:48:22,"None,None,None,None",6192.0,33358.0
870656317836468226,2017-06-02 15:00:16,"None,None,None,None",2643.0,12334.0
870374049280663552,2017-06-01 20:18:38,"None,None,None,None",26208.0,82185.0
870308999962521604,2017-06-01 16:00:09,"None,None,None,None",4152.0,21705.0
870063196459192321,2017-05-31 23:43:25,"None,None,None,None",8351.0,36456.0
869772420881756160,2017-05-31 04:27:59,"None,None,None,None",10044.0,42183.0
869702957897576449,2017-05-30 23:51:58,"None,None,None,None",6360.0,28103.0
869596645499047938,2017-05-30 16:49:31,"doggo,None,None,None",3139.0,15903.0
869227993411051520,2017-05-29 16:24:37,"None,None,None,None",3795.0,20349.0
868880397819494401,2017-05-28 17:23:24,"None,None,None,None",14538.0,65408.0
868622495443632128,2017-05-28 00:18:35,"None,None,None,None",5401.0,26761.0
868552278524837888,2017-05-27 19:39:34,"None,None,None,None",2104.0,10115.0
867900495410671616,2017-05-26 00:29:37,"None,None,None,None",4202.0,24148.0
867774946302451713,2017-05-25 16:10:44,"None,None,None,None",7378.0,33952.0
867421006826221569,2017-05-24 16:44:18,"None,None,None,puppo",2525.0,16098.0
867051520902168576,2017-05-23 16:16:06,"None,None,None,None",7930.0,32225.0
866686824827068416,2017-05-22 16:06:55,"None,None,None,None",3518.0,19343.0
866450705531457537,2017-05-22 00:28:40,"None,None,pupper,None",35594.0,122365.0
866334964761202691,2017-05-21 16:48:45,"None,None,None,None",14601.0,52659.0
865718153858494464,2017-05-19 23:57:46,"None,None,None,None",5678.0,25670.0
865359393868664832,2017-05-19 00:12:11,"None,None,None,None",5056.0,26546.0
865006731092295680,2017-05-18 00:50:50,"None,None,None,None",7773.0,28092.0
864873206498414592,2017-05-17 16:00:15,"None,None,None,None",8815.0,32396.0
864279568663928832,2017-05-16 00:41:21,"None,None,None,None",3077.0,14685.0
864197398364647424,2017-05-15 19:14:50,"None,None,None,None",9064.0,30289.0
863907417377173506,2017-05-15 00:02:33,"None,None,None,None",4205.0,20720.0
863553081350529029,2017-05-14 00:34:33,"None,None,None,None",4238.0,15378.0
863432100342583297,2017-05-13 16:33:49,"None,None,None,None",5343.0,23954.0
863062471531167744,2017-05-12 16:05:02,"None,None,None,None",2491.0,8576.0
862831371563274240,2017-05-12 00:46:44,"None,None,None,None",5170.0,19292.0
862722525377298433,2017-05-11 17:34:13,"None,None,None,None",3585.0,17177.0
862457590147678208,2017-05-11 00:01:27,"None,None,None,None",5041.0,20692.0
862096992088072192,2017-05-10 00:08:34,"None,None,None,None",23716.0,75122.0
861383897657036800,2017-05-08 00:54:59,"None,None,None,None",10898.0,36359.0
861288531465048066,2017-05-07 18:36:02,"None,None,None,None",4236.0,17330.0
861005113778896900,2017-05-06 23:49:50,"None,None,None,None",3874.0,16850.0
860563773140209665,2017-05-05 18:36:06,"None,None,None,None",2201.0,7574.0
860524505164394496,2017-05-05 16:00:04,"None,None,None,None",5388.0,23848.0
860276583193509888,2017-05-04 23:34:55,"None,None,None,None",3551.0,18477.0
860184849394610176,2017-05-04 17:30:24,"None,None,None,None",5962.0,16855.0
859924526012018688,2017-05-04 00:15:58,"None,None,None,None",4188.0,19745.0
859851578198683649,2017-05-03 19:26:06,"None,None,None,None",3591.0,15565.0
859607811541651456,2017-05-03 03:17:27,"None,None,None,puppo",1610.0,18793.0
859196978902773760,2017-05-02 00:04:57,"None,None,None,None",30950.0,91026.0
859074603037188101,2017-05-01 15:58:40,"None,None,None,None",13941.0,34295.0
858843525470990336,2017-05-01 00:40:27,"doggo,None,None,None",3563.0,15732.0
858471635011153920,2017-04-30 00:02:42,"None,None,None,None",4974.0,21770.0
858107933456039936,2017-04-28 23:57:28,"None,None,None,None",2995.0,15924.0
857989990357356544,2017-04-28 16:08:49,"None,None,None,None",2648.0,16340.0
857746408056729600,2017-04-28 00:00:54,"None,None,None,None",10940.0,34759.0
857393404942143489,2017-04-27 00:38:11,"None,None,None,None",1690.0,5999.0
857263160327368704,2017-04-26 16:00:39,"None,None,None,None",4655.0,20307.0
857029823797047296,2017-04-26 00:33:27,"None,None,None,None",4126.0,19247.0
856543823941562368,2017-04-24 16:22:16,"None,None,None,None",2970.0,16527.0
856282028240666624,2017-04-23 23:01:59,"None,None,None,None",6526.0,28207.0
855851453814013952,2017-04-22 18:31:02,"doggo,None,None,puppo",18312.0,46265.0
855459453768019968,2017-04-21 16:33:22,"None,None,None,None",8511.0,30529.0
854732716440526848,2017-04-19 16:25:34,"None,None,None,None",6350.0,23341.0
854482394044301312,2017-04-18 23:50:52,"None,None,None,None",7145.0,29987.0
854365224396361728,2017-04-18 16:05:17,"None,None,None,None",4880.0,19348.0
854120357044912130,2017-04-17 23:52:16,"None,None,pupper,None",7806.0,32728.0
854010172552949760,2017-04-17 16:34:26,"doggo,floofer,None,None",3289.0,16595.0
853760880890318849,2017-04-17 00:03:50,"None,None,None,None",6056.0,29311.0
853639147608842240,2017-04-16 16:00:07,"None,None,None,None",10591.0,35761.0
853299958564483072,2017-04-15 17:32:18,"None,None,None,None",3734.0,15943.0
852912242202992640,2017-04-14 15:51:39,"None,None,None,None",1922.0,9310.0
852672615818899456,2017-04-13 23:59:28,"None,None,None,None",2260.0,15339.0
852553447878664193,2017-04-13 16:05:56,"None,None,None,None",3687.0,16835.0
852311364735569921,2017-04-13 00:03:59,"None,None,None,None",10369.0,34067.0
852226086759018497,2017-04-12 18:25:07,"None,None,None,None",7134.0,20588.0
852189679701164033,2017-04-12 16:00:27,"None,None,None,None",1665.0,11805.0
851591660324737024,2017-04-11 00:24:08,"None,None,None,None",3646.0,16710.0
851464819735769094,2017-04-10 16:00:07,"None,None,None,None",7440.0,25052.0
851224888060895234,2017-04-10 00:06:42,"None,None,None,None",6020.0,21357.0
850753642995093505,2017-04-08 16:54:09,"None,None,None,None",9782.0,32056.0
850380195714523136,2017-04-07 16:10:12,"None,None,None,None",2758.0,13504.0
850145622816686080,2017-04-07 00:38:06,"None,None,None,None",4039.0,16887.0
850019790995546112,2017-04-06 16:18:05,"None,None,pupper,None",5166.0,21161.0
849776966551130114,2017-04-06 00:13:11,"None,None,None,None",8023.0,31539.0
849412302885593088,2017-04-05 00:04:08,"None,None,None,None",3320.0,16437.0
849336543269576704,2017-04-04 19:03:06,"None,None,None,None",1993.0,11831.0
849051919805034497,2017-04-04 00:12:06,"None,None,None,None",9010.0,44038.0
848690551926992896,2017-04-03 00:16:10,"None,None,None,None",4566.0,26138.0
848324959059550208,2017-04-02 00:03:26,"None,None,None,None",4872.0,25678.0
848212111729840128,2017-04-01 16:35:01,"None,None,None,None",3254.0,16943.0
847962785489326080,2017-04-01 00:04:17,"None,None,None,None",5406.0,24416.0
847842811428974592,2017-03-31 16:07:33,"None,None,None,None",1424.0,5695.0
847606175596138505,2017-03-31 00:27:14,"None,None,None,None",3599.0,19515.0
847251039262605312,2017-03-30 00:56:03,"None,None,None,None",4559.0,21268.0
847157206088847362,2017-03-29 18:43:12,"None,None,None,None",6215.0,20767.0
847116187444137987,2017-03-29 16:00:12,"None,None,None,None",3395.0,22286.0
846874817362120707,2017-03-29 00:01:05,"None,None,None,None",4171.0,20901.0
846514051647705089,2017-03-28 00:07:32,"doggo,None,None,None",12329.0,46502.0
846153765933735936,2017-03-27 00:15:53,"None,None,None,None",9640.0,33017.0
846042936437604353,2017-03-26 16:55:29,"None,None,None,None",3080.0,16657.0
845812042753855489,2017-03-26 01:38:00,"None,None,None,None",9306.0,30555.0
845677943972139009,2017-03-25 16:45:08,"None,None,None,None",5089.0,26166.0
845397057150107648,2017-03-24 22:08:59,"doggo,None,None,None",1926.0,7963.0
845306882940190720,2017-03-24 16:10:40,"None,None,pupper,None",5743.0,24319.0
844973813909606400,2017-03-23 18:07:10,"None,None,None,None",3426.0,15777.0
844704788403113984,2017-03-23 00:18:10,"None,None,None,None",11030.0,40423.0
844580511645339650,2017-03-22 16:04:20,"None,None,None,None",3353.0,17200.0
844223788422217728,2017-03-21 16:26:50,"None,None,None,None",2343.0,14238.0
843856843873095681,2017-03-20 16:08:44,"None,None,None,None",4939.0,22361.0
843604394117681152,2017-03-19 23:25:35,"None,None,None,None",2943.0,17651.0
843235543001513987,2017-03-18 22:59:54,"None,None,None,None",6460.0,22470.0
842846295480000512,2017-03-17 21:13:10,"None,None,None,None",3843.0,15910.0
842765311967449089,2017-03-17 15:51:22,"None,None,None,None",1360.0,7058.0
842535590457499648,2017-03-17 00:38:32,"None,None,None,None",3744.0,18934.0
842163532590374912,2017-03-16 00:00:07,"None,None,None,None",6204.0,25618.0
842115215311396866,2017-03-15 20:48:07,"None,None,None,None",3243.0,14666.0
841680585030541313,2017-03-14 16:01:03,"None,None,None,None",8298.0,26845.0
841439858740625411,2017-03-14 00:04:30,"None,None,None,None",3927.0,13228.0
841314665196081154,2017-03-13 15:47:01,"None,None,None,None",5025.0,16578.0
841077006473256960,2017-03-13 00:02:39,"None,None,None,None",5686.0,23982.0
840696689258311684,2017-03-11 22:51:24,"None,None,None,None",1050.0,12894.0
840632337062862849,2017-03-11 18:35:42,"None,None,None,None",1879.0,9410.0
840370681858686976,2017-03-11 01:15:58,"None,None,None,None",4881.0,17270.0
840268004936019968,2017-03-10 18:27:58,"None,None,None,None",6149.0,20220.0
839990271299457024,2017-03-10 00:04:21,"None,None,None,None",2465.0,14090.0
839549326359670784,2017-03-08 18:52:12,"None,None,None,None",8354.0,28897.0
839239871831150596,2017-03-07 22:22:32,"None,None,None,None",7022.0,28573.0
838921590096166913,2017-03-07 01:17:48,"None,None,None,None",2231.0,11732.0
838561493054533637,2017-03-06 01:26:54,"None,None,None,None",1423.0,11468.0
838476387338051585,2017-03-05 19:48:43,"None,None,None,None",5180.0,23746.0
838083903487373313,2017-03-04 17:49:08,"None,None,None,None",3393.0,18542.0
837820167694528512,2017-03-04 00:21:08,"None,None,pupper,None",8457.0,35944.0
837482249356513284,2017-03-03 01:58:22,"None,None,None,None",476.0,4033.0
837471256429613056,2017-03-03 01:14:41,"None,None,None,None",2467.0,13459.0
837366284874571778,2017-03-02 18:17:34,"None,None,None,None",5701.0,22231.0
837110210464448512,2017-03-02 01:20:01,"None,None,pupper,None",2578.0,16858.0
836989968035819520,2017-03-01 17:22:13,"None,None,None,None",2472.0,13397.0
836753516572119041,2017-03-01 01:42:39,"doggo,None,None,None",4973.0,20240.0
836677758902222849,2017-02-28 20:41:37,"None,None,None,None",2393.0,13271.0
836380477523124226,2017-02-28 01:00:19,"None,None,pupper,None",3185.0,15494.0
836260088725786625,2017-02-27 17:01:56,"None,None,None,None",4625.0,22398.0
836001077879255040,2017-02-26 23:52:43,"None,None,None,None",4627.0,20136.0
835574547218894849,2017-02-25 19:37:50,"None,None,None,None",3907.0,18745.0
835297930240217089,2017-02-25 01:18:40,"None,None,None,None",3231.0,17290.0
835264098648616962,2017-02-24 23:04:14,"None,None,None,None",1839.0,8162.0
835172783151792128,2017-02-24 17:01:22,"None,None,None,None",6196.0,27546.0
835152434251116546,2017-02-24 15:40:31,"None,None,None,None",3255.0,23668.0
834931633769889797,2017-02-24 01:03:08,"None,None,None,None",1784.0,11424.0
834786237630337024,2017-02-23 15:25:23,"None,None,None,None",5915.0,22293.0
834574053763584002,2017-02-23 01:22:14,"doggo,None,None,None",2736.0,14439.0
834458053273591808,2017-02-22 17:41:18,"None,None,None,None",1810.0,10142.0
834209720923721728,2017-02-22 01:14:30,"None,None,None,None",5170.0,21733.0
834167344700198914,2017-02-21 22:26:07,"None,None,None,None",3929.0,16621.0
834086379323871233,2017-02-21 17:04:24,"None,None,None,None",2398.0,13786.0
833863086058651648,2017-02-21 02:17:06,"None,None,None,None",2602.0,14141.0
833826103416520705,2017-02-20 23:50:09,"None,None,None,None",3718.0,16197.0
833722901757046785,2017-02-20 17:00:04,"None,None,None,None",3470.0,21841.0
833479644947025920,2017-02-20 00:53:27,"None,None,None,None",2238.0,15686.0
833124694597443584,2017-02-19 01:23:00,"None,None,pupper,None",5239.0,21310.0
832998151111966721,2017-02-18 17:00:10,"doggo,None,None,None",2398.0,14034.0
832757312314028032,2017-02-18 01:03:09,"None,None,None,None",3921.0,17766.0
832636094638288896,2017-02-17 17:01:29,"None,None,None,None",3031.0,16757.0
832397543355072512,2017-02-17 01:13:34,"None,None,None,None",2407.0,12616.0
832369877331693569,2017-02-16 23:23:38,"None,None,None,None",3450.0,18126.0
832273440279240704,2017-02-16 17:00:25,"doggo,None,None,None",2524.0,11945.0
832032802820481025,2017-02-16 01:04:13,"doggo,None,None,None",5032.0,18833.0
831939777352105988,2017-02-15 18:54:34,"doggo,None,None,None",6648.0,25368.0
831911600680497154,2017-02-15 17:02:36,"None,None,None,None",7061.0,29229.0
831670449226514432,2017-02-15 01:04:21,"None,None,None,None",1964.0,11039.0
831650051525054464,2017-02-14 23:43:18,"None,None,None,None",2105.0,7590.0
831552930092285952,2017-02-14 17:17:22,"None,None,None,None",2485.0,9519.0
831322785565769729,2017-02-14 02:02:51,"doggo,None,None,None",1655.0,9717.0
831315979191906304,2017-02-14 01:35:49,"None,None,pupper,None",1210.0,6896.0
831309418084069378,2017-02-14 01:09:44,"None,None,None,None",2642.0,12398.0
831262627380748289,2017-02-13 22:03:49,"None,None,None,None",2225.0,12593.0
830956169170665475,2017-02-13 01:46:03,"None,None,None,None",1620.0,8434.0
830583320585068544,2017-02-12 01:04:29,"None,None,None,None",18268.0,70799.0
830097400375152640,2017-02-10 16:53:37,"None,None,None,None",3262.0,10393.0
829861396166877184,2017-02-10 01:15:49,"None,None,None,None",2126.0,12938.0
829501995190984704,2017-02-09 01:27:41,"None,None,None,None",11532.0,33603.0
829449946868879360,2017-02-08 22:00:52,"doggo,None,None,None",2205.0,11076.0
829374341691346946,2017-02-08 17:00:26,"doggo,None,None,None",10125.0,36648.0
829141528400556032,2017-02-08 01:35:19,"None,None,None,None",8052.0,25954.0
829011960981237760,2017-02-07 17:00:28,"None,None,None,None",17625.0,56132.0
828770345708580865,2017-02-07 01:00:22,"None,None,None,None",6377.0,27081.0
828708714936930305,2017-02-06 20:55:28,"None,None,None,None",12207.0,38802.0
828650029636317184,2017-02-06 17:02:17,"None,None,None,None",1463.0,10067.0
828409743546925057,2017-02-06 01:07:28,"None,None,None,None",1251.0,6662.0
828408677031882754,2017-02-06 01:03:14,"None,None,None,None",1396.0,8108.0
828381636999917570,2017-02-05 23:15:47,"doggo,None,None,None",2417.0,13386.0
828376505180889089,2017-02-05 22:55:23,"None,None,None,None",1154.0,7822.0
828372645993398273,2017-02-05 22:40:03,"None,None,None,None",3198.0,13278.0
828046555563323392,2017-02-05 01:04:17,"None,None,None,None",3112.0,12463.0
828011680017821696,2017-02-04 22:45:42,"None,None,None,None",2338.0,10990.0
827933404142436356,2017-02-04 17:34:40,"None,None,pupper,None",5686.0,21359.0
827653905312006145,2017-02-03 23:04:02,"None,None,None,None",3270.0,16360.0
827600520311402496,2017-02-03 19:31:54,"None,None,None,None",1032.0,7853.0
827324948884643840,2017-02-03 01:16:53,"None,None,None,None",3335.0,16834.0
827199976799354881,2017-02-02 17:00:17,"None,None,None,None",2441.0,11216.0
826958653328592898,2017-02-02 01:01:21,"doggo,None,None,None",5445.0,22885.0
826848821049180160,2017-02-01 17:44:55,"doggo,None,None,None",11128.0,38712.0
826598365270007810,2017-02-01 01:09:42,"None,None,None,None",2556.0,10698.0
826476773533745153,2017-01-31 17:06:32,"doggo,None,None,None",4569.0,19552.0
826240494070030336,2017-01-31 01:27:39,"None,None,None,None",2814.0,14088.0
826204788643753985,2017-01-30 23:05:46,"doggo,None,None,None",1016.0,5179.0
826115272272650244,2017-01-30 17:10:04,"None,None,None,None",3415.0,16642.0
825876512159186944,2017-01-30 01:21:19,"None,None,None,None",2037.0,11119.0
825829644528148480,2017-01-29 22:15:05,"None,None,None,None",2712.0,13539.0
825535076884762624,2017-01-29 02:44:34,"None,None,None,puppo",18741.0,55326.0
825147591692263424,2017-01-28 01:04:51,"None,None,None,None",4987.0,19453.0
825026590719483904,2017-01-27 17:04:02,"None,None,None,puppo",1398.0,6746.0
824775126675836928,2017-01-27 00:24:48,"None,None,None,None",3841.0,15912.0
824663926340194305,2017-01-26 17:02:56,"None,None,None,None",1893.0,10705.0
824325613288833024,2017-01-25 18:38:36,"None,None,pupper,None",11320.0,12527.0
824297048279236611,2017-01-25 16:45:05,"None,None,None,None",4219.0,16009.0
823939628516474880,2017-01-24 17:04:50,"None,None,None,None",2959.0,11323.0
823699002998870016,2017-01-24 01:08:40,"None,None,None,None",2641.0,13378.0
823581115634085888,2017-01-23 17:20:14,"None,None,None,None",2887.0,13868.0
823322678127919110,2017-01-23 00:13:17,"None,None,None,None",4385.0,16748.0
822975315408461824,2017-01-22 01:12:59,"None,None,None,None",3757.0,18396.0
822872901745569793,2017-01-21 18:26:02,"None,None,None,puppo",47918.0,140905.0
822859134160621569,2017-01-21 17:31:20,"None,None,None,None",2492.0,14068.0
822610361945911296,2017-01-21 01:02:48,"None,None,None,None",3239.0,15721.0
822489057087389700,2017-01-20 17:00:46,"None,None,None,None",7012.0,19331.0
822462944365645825,2017-01-20 15:17:01,"None,None,pupper,None",16032.0,30335.0
822244816520155136,2017-01-20 00:50:15,"None,None,None,None",10760.0,37305.0
821886076407029760,2017-01-19 01:04:45,"None,None,None,None",2561.0,12103.0
821765923262631936,2017-01-18 17:07:18,"doggo,None,None,None",1819.0,8979.0
821522889702862852,2017-01-18 01:01:34,"None,None,None,None",1934.0,8551.0
821407182352777218,2017-01-17 17:21:47,"doggo,None,None,None",4761.0,12551.0
821149554670182400,2017-01-17 00:18:04,"None,None,None,None",2203.0,9299.0
821107785811234820,2017-01-16 21:32:06,"doggo,None,None,None",2329.0,10220.0
821044531881721856,2017-01-16 17:20:45,"None,None,None,None",2506.0,13506.0
820749716845686786,2017-01-15 21:49:15,"None,None,None,None",10851.0,33646.0
820690176645140481,2017-01-15 17:52:40,"None,None,None,None",3533.0,13016.0
820314633777061888,2017-01-14 17:00:24,"None,None,None,None",620.0,3557.0
820078625395449857,2017-01-14 01:22:35,"None,None,None,None",6882.0,21152.0
819952236453363712,2017-01-13 17:00:21,"None,None,None,puppo",1300.0,5674.0
819924195358416896,2017-01-13 15:08:56,"doggo,None,None,None",5305.0,13729.0
819711362133872643,2017-01-13 01:03:12,"None,None,None,None",3436.0,14365.0
819588359383371776,2017-01-12 16:54:26,"None,None,None,None",2155.0,10205.0
819347104292290561,2017-01-12 00:55:47,"None,None,None,None",1324.0,7707.0
819227688460238848,2017-01-11 17:01:16,"None,None,None,None",7332.0,24643.0
819006400881917954,2017-01-11 02:21:57,"doggo,None,None,None",20719.0,48199.0
819004803107983360,2017-01-11 02:15:36,"doggo,None,None,None",40200.0,92244.0
818627210458333184,2017-01-10 01:15:10,"None,None,None,None",8158.0,23692.0
818614493328580609,2017-01-10 00:24:38,"None,None,None,None",2834.0,10540.0
818536468981415936,2017-01-09 19:14:36,"None,None,None,None",2717.0,11657.0
818259473185828864,2017-01-09 00:53:55,"None,None,None,None",2510.0,11786.0
818145370475810820,2017-01-08 17:20:31,"None,None,None,None",2847.0,13128.0
817827839487737858,2017-01-07 20:18:46,"None,None,None,None",29782.0,55427.0
817777686764523521,2017-01-07 16:59:28,"doggo,None,pupper,None",2933.0,11436.0
817536400337801217,2017-01-07 01:00:41,"None,None,None,None",3327.0,12614.0
817423860136083457,2017-01-06 17:33:29,"None,None,None,None",16414.0,36583.0
817415592588222464,2017-01-06 17:00:38,"None,None,None,None",1057.0,5998.0
817171292965273600,2017-01-06 00:49:53,"None,None,None,None",2206.0,9325.0
817120970343411712,2017-01-05 21:29:55,"None,None,None,None",2877.0,13011.0
817056546584727552,2017-01-05 17:13:55,"None,None,None,None",1816.0,9165.0
816816676327063552,2017-01-05 01:20:46,"None,None,None,None",2234.0,10686.0
816697700272001025,2017-01-04 17:27:59,"None,None,None,None",2429.0,10484.0
816450570814898180,2017-01-04 01:05:59,"None,None,None,None",8909.0,32706.0
816336735214911488,2017-01-03 17:33:39,"None,None,None,None",2146.0,9194.0
816091915477250048,2017-01-03 01:20:49,"None,None,None,None",2365.0,9553.0
815990720817401858,2017-01-02 18:38:42,"None,None,None,None",1143.0,5349.0
815966073409433600,2017-01-02 17:00:46,"None,None,pupper,None",9333.0,24012.0
815736392542261248,2017-01-02 01:48:06,"None,None,None,None",2501.0,10530.0
815639385530101762,2017-01-01 19:22:38,"None,None,None,None",1809.0,8795.0
815390420867969024,2017-01-01 02:53:20,"None,None,None,None",4183.0,11082.0
